Date,Actual,Forecasted
2016-11-23 00:00:00,224.65,234.2917260733668
2016-11-24 00:00:00,223.5,234.11249076456855
2016-11-25 00:00:00,228.8,233.74770824961792
2016-11-28 00:00:00,233.7,233.96237149075432
2016-11-29 00:00:00,231.05,233.60397291118844
2016-11-30 00:00:00,232.5,233.6618201781432
2016-12-01 00:00:00,233.5,233.66619873846926
2016-12-02 00:00:00,228.5,233.5055261429464
2016-12-05 00:00:00,232.55,233.39705888866686
2016-12-06 00:00:00,230.2,233.0111852158614
2016-12-07 00:00:00,227.2,233.08583390973644
2016-12-08 00:00:00,233.3,233.15404303722482
2016-12-09 00:00:00,236.15,233.1046686557599
2016-12-12 00:00:00,232.3,233.59516271017768
2016-12-13 00:00:00,235.65,233.48507516418874
2016-12-14 00:00:00,233.15,233.86592707067507
2016-12-15 00:00:00,229.7,234.263858160355
2016-12-16 00:00:00,226.35,234.55986326613188
2016-12-19 00:00:00,227.0,236.11268270499494
2016-12-20 00:00:00,229.95,236.3351717328087
2016-12-21 00:00:00,226.3,237.03311593738533
2016-12-22 00:00:00,227.55,237.72102548616604
2016-12-23 00:00:00,224.7,238.272310409198
2016-12-26 00:00:00,225.0,240.36187060461603
2016-12-27 00:00:00,234.05,240.67027344813576
2016-12-28 00:00:00,235.45,241.41837167955168
2016-12-29 00:00:00,236.0,242.11343641740189
2016-12-30 00:00:00,241.65,242.6293491023543
2017-01-02 00:00:00,240.95,244.42538583520252
2017-01-03 00:00:00,243.35,244.58382378239227
2017-01-04 00:00:00,245.45,245.17765314045388
2017-01-05 00:00:00,246.75,245.7131033052333
2017-01-06 00:00:00,242.7,246.06954364216395
2017-01-09 00:00:00,245.85,247.4740891636733
2017-01-10 00:00:00,248.95,247.54331176671562
2017-01-11 00:00:00,247.55,248.0837748112983
2017-01-12 00:00:00,244.65,248.59822016294174
2017-01-13 00:00:00,249.65,248.96603635718597
2017-01-16 00:00:00,248.8,250.60883746498104
2017-01-17 00:00:00,251.95,250.81045361317476
2017-01-18 00:00:00,250.85,251.51124811816248
2017-01-19 00:00:00,254.15,252.20179879954551
2017-01-20 00:00:00,255.4,252.75292933375624
2017-01-23 00:00:00,259.65,254.93730325615977
2017-01-24 00:00:00,259.85,255.28255901684827
2017-01-25 00:00:00,265.5,256.10824687135005
2017-01-27 00:00:00,257.4,257.4891671348001
2017-01-30 00:00:00,256.1,259.55061994297864
2017-01-31 00:00:00,258.1,259.7486768822086
2017-02-01 00:00:00,269.7,260.38633718665704
2017-02-02 00:00:00,274.3,260.9318182983836
2017-02-03 00:00:00,273.05,261.2498442600526
2017-02-06 00:00:00,276.8,262.27301876698016
2017-02-07 00:00:00,277.1,262.08004632271155
2017-02-08 00:00:00,274.8,262.3258255993723
2017-02-09 00:00:00,277.65,262.48286076935716
2017-02-10 00:00:00,273.35,262.42518195431524
2017-02-13 00:00:00,270.6,262.4974502640005
2017-02-14 00:00:00,270.8,262.0725094489147
2017-02-15 00:00:00,273.4,262.1399037983746
2017-02-16 00:00:00,266.65,262.17630293084767
2017-02-17 00:00:00,268.15,262.0589485327298
2017-02-20 00:00:00,266.05,262.3210541578736
2017-02-21 00:00:00,263.15,262.0761227847275
2017-02-22 00:00:00,263.45,262.37460192150155
2017-02-23 00:00:00,265.65,262.6872434003671
2017-02-27 00:00:00,264.6,264.2284200356767
2017-02-28 00:00:00,262.2,264.3571790911107
2017-03-01 00:00:00,268.5,265.02567528469916
2017-03-02 00:00:00,264.75,265.6915987662946
2017-03-03 00:00:00,261.55,265.9876286793149
2017-03-06 00:00:00,264.1,267.4114278840147
2017-03-07 00:00:00,264.25,267.46887210176357
2017-03-08 00:00:00,264.15,268.0206476348932
2017-03-09 00:00:00,264.95,268.5173464338531
2017-03-10 00:00:00,263.45,268.8178749355934
2017-03-14 00:00:00,267.1,269.8959661669333
2017-03-15 00:00:00,268.2,270.27426433247825
2017-03-16 00:00:00,268.45,270.58348189889296
2017-03-17 00:00:00,281.25,270.69092206947454
2017-03-20 00:00:00,281.9,271.35905421339345
2017-03-21 00:00:00,287.9,271.140982221249
2017-03-22 00:00:00,279.85,271.44071736495533
2017-03-23 00:00:00,277.6,271.71562649640384
